# File: L201.LaborProductivity_GCAMINDIA.csv
# Title:INDIA value written to all states
# Units: NA
# Column types: cnn
# --------
region,year,laborproductivity
TN,2050,0.060042921
TN,2055,0.058444991
TN,2060,0.060963365
TN,2065,0.05900469
TN,2070,0.06126744
TN,2075,0.058238785
TN,2080,0.058930103
TN,2085,0.053485661
TN,2090,0.051115684
TN,2095,0.05032904
TN,2100,0.048502778
TR,2010,0.079225283
TR,2015,0.097488187
TR,2020,0.09849075
TR,2025,0.094440165
TR,2030,0.084014262
TR,2035,0.07869008
TR,2040,0.072995756
TR,2045,0.075235747
TR,2050,0.075382784
TR,2055,0.071814854
TR,2060,0.071563341
TR,2065,0.065838545
TR,2070,0.063513283
TR,2075,0.065388532
TR,2080,0.059644229
TR,2085,0.057319927
TR,2090,0.057172162
TR,2095,0.057711825
TR,2100,0.056292437
TS,2010,0.061025194
TS,2015,0.088330941
TS,2020,0.125281065
TS,2025,0.125608298
TS,2030,0.120860628
TS,2035,0.122994948
TS,2040,0.118909443
TS,2045,0.113089374
TS,2050,0.116366659
TS,2055,0.116500309
TS,2060,0.109933641
TS,2065,0.109151093
TS,2070,0.112517703
TS,2075,0.110061121
TS,2080,0.111225805
TS,2085,0.105668552
TS,2090,0.103053044
TS,2095,0.101813212
TS,2100,0.099196095
UK,2010,0.029760362
UK,2015,0.049731279
UK,2020,0.043412004
UK,2025,0.042368568
UK,2030,0.044954138
UK,2035,0.044359056
UK,2040,0.038011579
UK,2045,0.039399789
UK,2050,0.038820771
UK,2055,0.034714132
UK,2060,0.033870837
UK,2065,0.027809562
UK,2070,0.025090158
UK,2075,0.026479898
UK,2080,0.020590243
UK,2085,0.018057877
UK,2090,0.017683433
UK,2095,0.018032604
UK,2100,0.016558796
UP,2010,0.052722424
UP,2015,0.037539708
UP,2020,0.049437406
UP,2025,0.047686097
UP,2030,0.05214603
UP,2035,0.053058715
UP,2040,0.048699913
UP,2045,0.043592625
UP,2050,0.037919527
UP,2055,0.04007123
UP,2060,0.036881668
UP,2065,0.039907342
UP,2070,0.037607859
UP,2075,0.040838946
